game_id,season,game_date,matchup,opponent,pbp_status,pbp_events,pbp_periods,pbp_shape,box_status,box_players,box_shape,error
0022200627,2022-23,2023-01-12,BOS @ BKN,BKN,fetched,457,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022200642,2022-23,2023-01-14,BOS @ CHA,CHA,fetched,454,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022200656,2022-23,2023-01-16,BOS @ CHA,CHA,fetched,464,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022200679,2022-23,2023-01-19,BOS vs. GSW,GSW,fetched,581,"1,2,3,4,5",game.actions shape,fetched,26,boxScoreTraditional shape,
0022200692,2022-23,2023-01-21,BOS @ TOR,TOR,fetched,434,"1,2,3,4",game.actions shape,fetched,24,boxScoreTraditional shape,
0022200707,2022-23,2023-01-23,BOS @ ORL,ORL,fetched,451,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022200714,2022-23,2023-01-24,BOS @ MIA,MIA,fetched,481,"1,2,3,4",game.actions shape,fetched,23,boxScoreTraditional shape,
0022200730,2022-23,2023-01-26,BOS vs. NYK,NYK,fetched,509,"1,2,3,4,5",game.actions shape,fetched,25,boxScoreTraditional shape,
0022200749,2022-23,2023-01-28,BOS vs. LAL,LAL,fetched,534,"1,2,3,4,5",game.actions shape,fetched,24,boxScoreTraditional shape,
0022200772,2022-23,2023-02-01,BOS vs. BKN,BKN,fetched,415,"1,2,3,4",game.actions shape,fetched,23,boxScoreTraditional shape,
0022200788,2022-23,2023-02-03,BOS vs. PHX,PHX,fetched,473,"1,2,3,4",game.actions shape,fetched,24,boxScoreTraditional shape,
0022200808,2022-23,2023-02-06,BOS @ DET,DET,fetched,455,"1,2,3,4",game.actions shape,fetched,24,boxScoreTraditional shape,
0022200824,2022-23,2023-02-08,BOS vs. PHI,PHI,fetched,424,"1,2,3,4",game.actions shape,fetched,24,boxScoreTraditional shape,
0022200838,2022-23,2023-02-10,BOS vs. CHA,CHA,fetched,488,"1,2,3,4",game.actions shape,fetched,22,boxScoreTraditional shape,
0022200855,2022-23,2023-02-12,BOS vs. MEM,MEM,fetched,460,"1,2,3,4",game.actions shape,fetched,24,boxScoreTraditional shape,
0022200869,2022-23,2023-02-14,BOS @ MIL,MIL,fetched,544,"1,2,3,4,5",game.actions shape,fetched,24,boxScoreTraditional shape,
0022200877,2022-23,2023-02-15,BOS vs. DET,DET,fetched,445,"1,2,3,4",game.actions shape,fetched,23,boxScoreTraditional shape,
0022200887,2022-23,2023-02-23,BOS @ IND,IND,fetched,514,"1,2,3,4,5",game.actions shape,fetched,28,boxScoreTraditional shape,
0022200908,2022-23,2023-02-25,BOS @ PHI,PHI,fetched,448,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022200921,2022-23,2023-02-27,BOS @ NYK,NYK,fetched,459,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022200935,2022-23,2023-03-01,BOS vs. CLE,CLE,fetched,459,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022200948,2022-23,2023-03-03,BOS vs. BKN,BKN,fetched,501,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022200969,2022-23,2023-03-05,BOS vs. NYK,NYK,fetched,574,"1,2,3,4,5,6",game.actions shape,fetched,23,boxScoreTraditional shape,
0022200971,2022-23,2023-03-06,BOS @ CLE,CLE,fetched,548,"1,2,3,4,5",game.actions shape,fetched,26,boxScoreTraditional shape,
0022200986,2022-23,2023-03-08,BOS vs. POR,POR,fetched,468,"1,2,3,4",game.actions shape,fetched,24,boxScoreTraditional shape,
0022201008,2022-23,2023-03-11,BOS @ ATL,ATL,fetched,464,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022201024,2022-23,2023-03-13,BOS @ HOU,HOU,fetched,503,"1,2,3,4",game.actions shape,fetched,24,boxScoreTraditional shape,
0022201039,2022-23,2023-03-15,BOS @ MIN,MIN,fetched,491,"1,2,3,4",game.actions shape,fetched,24,boxScoreTraditional shape,
0022201053,2022-23,2023-03-17,BOS @ POR,POR,fetched,516,"1,2,3,4",game.actions shape,fetched,24,boxScoreTraditional shape,
0022201062,2022-23,2023-03-18,BOS @ UTA,UTA,fetched,463,"1,2,3,4",game.actions shape,fetched,24,boxScoreTraditional shape,
0022201081,2022-23,2023-03-21,BOS @ SAC,SAC,fetched,460,"1,2,3,4",game.actions shape,fetched,27,boxScoreTraditional shape,
0022201097,2022-23,2023-03-24,BOS vs. IND,IND,fetched,485,"1,2,3,4",game.actions shape,fetched,28,boxScoreTraditional shape,
0022201116,2022-23,2023-03-26,BOS vs. SAS,SAS,fetched,487,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022201130,2022-23,2023-03-28,BOS @ WAS,WAS,fetched,450,"1,2,3,4",game.actions shape,fetched,24,boxScoreTraditional shape,
0022201146,2022-23,2023-03-30,BOS @ MIL,MIL,fetched,478,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022201152,2022-23,2023-03-31,BOS vs. UTA,UTA,fetched,487,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022201181,2022-23,2023-04-04,BOS @ PHI,PHI,fetched,446,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022201192,2022-23,2023-04-05,BOS vs. TOR,TOR,fetched,480,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022201206,2022-23,2023-04-07,BOS vs. TOR,TOR,fetched,450,"1,2,3,4",game.actions shape,fetched,28,boxScoreTraditional shape,
0022201216,2022-23,2023-04-09,BOS vs. ATL,ATL,fetched,448,"1,2,3,4",game.actions shape,fetched,23,boxScoreTraditional shape,
0022300065,2023-24,2023-10-25,BOS @ NYK,NYK,cached,521,"1,2,3,4",game.actions shape,cached,30,boxScoreTraditional shape,
0022300080,2023-24,2023-10-27,BOS vs. MIA,MIA,cached,493,"1,2,3,4",game.actions shape,cached,29,boxScoreTraditional shape,
0022300103,2023-24,2023-10-30,BOS @ WAS,WAS,fetched,490,"1,2,3,4",game.actions shape,fetched,29,boxScoreTraditional shape,
0022300118,2023-24,2023-11-01,BOS vs. IND,IND,fetched,480,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022300136,2023-24,2023-11-04,BOS @ BKN,BKN,fetched,498,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022300154,2023-24,2023-11-06,BOS @ MIN,MIN,fetched,558,"1,2,3,4,5",game.actions shape,fetched,25,boxScoreTraditional shape,
0022300159,2023-24,2023-11-08,BOS @ PHI,PHI,fetched,485,"1,2,3,4",game.actions shape,fetched,28,boxScoreTraditional shape,
0022300010,2023-24,2023-11-10,BOS vs. BKN,BKN,fetched,467,"1,2,3,4",game.actions shape,fetched,24,boxScoreTraditional shape,
0022300174,2023-24,2023-11-11,BOS vs. TOR,TOR,fetched,437,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022300188,2023-24,2023-11-13,BOS vs. NYK,NYK,fetched,424,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022300194,2023-24,2023-11-15,BOS @ PHI,PHI,fetched,443,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022300031,2023-24,2023-11-17,BOS @ TOR,TOR,fetched,436,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022300213,2023-24,2023-11-19,BOS @ MEM,MEM,fetched,476,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022300217,2023-24,2023-11-20,BOS @ CHA,CHA,fetched,538,"1,2,3,4,5",game.actions shape,fetched,26,boxScoreTraditional shape,
0022300228,2023-24,2023-11-22,BOS vs. MIL,MIL,fetched,461,"1,2,3,4",game.actions shape,fetched,27,boxScoreTraditional shape,
0022300043,2023-24,2023-11-24,BOS @ ORL,ORL,fetched,497,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022300246,2023-24,2023-11-26,BOS vs. ATL,ATL,fetched,495,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022300053,2023-24,2023-11-28,BOS vs. CHI,CHI,fetched,476,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022300275,2023-24,2023-12-01,BOS vs. PHI,PHI,fetched,523,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022301202,2023-24,2023-12-04,BOS @ IND,IND,fetched,481,"1,2,3,4",game.actions shape,fetched,27,boxScoreTraditional shape,
0022301227,2023-24,2023-12-08,BOS vs. NYK,NYK,fetched,476,"1,2,3,4",game.actions shape,fetched,28,boxScoreTraditional shape,
0022300305,2023-24,2023-12-12,BOS vs. CLE,CLE,fetched,459,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022300319,2023-24,2023-12-14,BOS vs. CLE,CLE,fetched,439,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022300329,2023-24,2023-12-15,BOS vs. ORL,ORL,fetched,486,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022300344,2023-24,2023-12-17,BOS vs. ORL,ORL,fetched,485,"1,2,3,4",game.actions shape,fetched,27,boxScoreTraditional shape,
0022300362,2023-24,2023-12-19,BOS @ GSW,GSW,fetched,522,"1,2,3,4,5",game.actions shape,fetched,25,boxScoreTraditional shape,
0022300373,2023-24,2023-12-20,BOS @ SAC,SAC,fetched,472,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022300389,2023-24,2023-12-23,BOS @ LAC,LAC,fetched,468,"1,2,3,4",game.actions shape,fetched,27,boxScoreTraditional shape,
0022300403,2023-24,2023-12-25,BOS @ LAL,LAL,fetched,474,"1,2,3,4",game.actions shape,fetched,28,boxScoreTraditional shape,
0022300421,2023-24,2023-12-28,BOS vs. DET,DET,fetched,530,"1,2,3,4,5",game.actions shape,fetched,26,boxScoreTraditional shape,
0022300432,2023-24,2023-12-29,BOS vs. TOR,TOR,fetched,486,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022300448,2023-24,2023-12-31,BOS @ SAS,SAS,fetched,466,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022300462,2023-24,2024-01-02,BOS @ OKC,OKC,fetched,505,"1,2,3,4",game.actions shape,fetched,28,boxScoreTraditional shape,
0022300479,2023-24,2024-01-05,BOS vs. UTA,UTA,fetched,547,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022300493,2023-24,2024-01-06,BOS @ IND,IND,fetched,504,"1,2,3,4",game.actions shape,fetched,29,boxScoreTraditional shape,
0022300507,2023-24,2024-01-08,BOS @ IND,IND,fetched,493,"1,2,3,4",game.actions shape,fetched,27,boxScoreTraditional shape,
0022300517,2023-24,2024-01-10,BOS vs. MIN,MIN,fetched,496,"1,2,3,4,5",game.actions shape,fetched,27,boxScoreTraditional shape,
0022300528,2023-24,2024-01-11,BOS @ MIL,MIL,fetched,464,"1,2,3,4",game.actions shape,fetched,28,boxScoreTraditional shape,
0022300542,2023-24,2024-01-13,BOS vs. HOU,HOU,fetched,517,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022300563,2023-24,2024-01-15,BOS @ TOR,TOR,fetched,473,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022300571,2023-24,2024-01-17,BOS vs. SAS,SAS,fetched,471,"1,2,3,4",game.actions shape,fetched,28,boxScoreTraditional shape,
0022300586,2023-24,2024-01-19,BOS vs. DEN,DEN,fetched,406,"1,2,3,4",game.actions shape,fetched,29,boxScoreTraditional shape,
0022300603,2023-24,2024-01-21,BOS @ HOU,HOU,fetched,520,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022300611,2023-24,2024-01-22,BOS @ DAL,DAL,fetched,486,"1,2,3,4",game.actions shape,fetched,28,boxScoreTraditional shape,
0022300630,2023-24,2024-01-25,BOS @ MIA,MIA,fetched,411,"1,2,3,4",game.actions shape,fetched,27,boxScoreTraditional shape,
0022300646,2023-24,2024-01-27,BOS vs. LAC,LAC,fetched,503,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022300659,2023-24,2024-01-29,BOS vs. NOP,NOP,fetched,448,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022300670,2023-24,2024-01-30,BOS vs. IND,IND,fetched,488,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022300684,2023-24,2024-02-01,BOS vs. LAL,LAL,fetched,492,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022300706,2023-24,2024-02-04,BOS vs. MEM,MEM,fetched,477,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022300729,2023-24,2024-02-07,BOS vs. ATL,ATL,fetched,472,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022300743,2023-24,2024-02-09,BOS vs. WAS,WAS,fetched,491,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022300759,2023-24,2024-02-11,BOS @ MIA,MIA,fetched,433,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022300771,2023-24,2024-02-13,BOS @ BKN,BKN,fetched,461,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022300780,2023-24,2024-02-14,BOS vs. BKN,BKN,fetched,409,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022300797,2023-24,2024-02-22,BOS @ CHI,CHI,fetched,471,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022300816,2023-24,2024-02-24,BOS @ NYK,NYK,fetched,406,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022300836,2023-24,2024-02-27,BOS vs. PHI,PHI,fetched,476,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022300859,2023-24,2024-03-01,BOS vs. DAL,DAL,fetched,446,"1,2,3,4",game.actions shape,fetched,27,boxScoreTraditional shape,
0022300872,2023-24,2024-03-03,BOS vs. GSW,GSW,fetched,449,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022300886,2023-24,2024-03-05,BOS @ CLE,CLE,fetched,455,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022300906,2023-24,2024-03-07,BOS @ DEN,DEN,fetched,490,"1,2,3,4",game.actions shape,fetched,28,boxScoreTraditional shape,
0022300920,2023-24,2024-03-09,BOS @ PHX,PHX,fetched,445,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022300938,2023-24,2024-03-11,BOS @ POR,POR,fetched,444,"1,2,3,4",game.actions shape,fetched,24,boxScoreTraditional shape,
0022300943,2023-24,2024-03-12,BOS @ UTA,UTA,fetched,441,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022300955,2023-24,2024-03-14,BOS vs. PHX,PHX,fetched,441,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022300980,2023-24,2024-03-17,BOS @ WAS,WAS,fetched,469,"1,2,3,4",game.actions shape,fetched,23,boxScoreTraditional shape,
0022300984,2023-24,2024-03-18,BOS vs. DET,DET,fetched,437,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022300998,2023-24,2024-03-20,BOS vs. MIL,MIL,fetched,462,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022301011,2023-24,2024-03-22,BOS @ DET,DET,fetched,463,"1,2,3,4",game.actions shape,fetched,26,boxScoreTraditional shape,
0022301023,2023-24,2024-03-23,BOS @ CHI,CHI,fetched,408,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022301034,2023-24,2024-03-25,BOS @ ATL,ATL,fetched,462,"1,2,3,4",game.actions shape,fetched,24,boxScoreTraditional shape,
0022301060,2023-24,2024-03-28,BOS @ ATL,ATL,fetched,500,"1,2,3,4,5",game.actions shape,fetched,24,boxScoreTraditional shape,
0022301074,2023-24,2024-03-30,BOS @ NOP,NOP,fetched,440,"1,2,3,4",game.actions shape,fetched,24,boxScoreTraditional shape,
0022301087,2023-24,2024-04-01,BOS @ CHA,CHA,fetched,429,"1,2,3,4",game.actions shape,fetched,24,boxScoreTraditional shape,
0022301105,2023-24,2024-04-03,BOS vs. OKC,OKC,fetched,477,"1,2,3,4",game.actions shape,fetched,24,boxScoreTraditional shape,
0022301118,2023-24,2024-04-05,BOS vs. SAC,SAC,fetched,462,"1,2,3,4",game.actions shape,fetched,25,boxScoreTraditional shape,
0022301134,2023-24,2024-04-07,BOS vs. POR,POR,fetched,448,"1,2,3,4",game.actions shape,fetched,24,boxScoreTraditional shape,
0022301148,2023-24,2024-04-09,BOS @ MIL,MIL,fetched,397,"1,2,3,4",game.actions shape,fetched,27,boxScoreTraditional shape,
0022301167,2023-24,2024-04-11,BOS vs. NYK,NYK,fetched,449,"1,2,3,4",game.actions shape,fetched,27,boxScoreTraditional shape,
0022301173,2023-24,2024-04-12,BOS vs. CHA,CHA,fetched,452,"1,2,3,4",game.actions shape,fetched,24,boxScoreTraditional shape,
0022301186,2023-24,2024-04-14,BOS vs. WAS,WAS,fetched,476,"1,2,3,4",game.actions shape,fetched,24,boxScoreTraditional shape,
