SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,GAME_ID,GAME_DATE,MATCHUP,WL,PTS,PLUS_MINUS,SEASON,OPPONENT_ABBREV,IS_HOME,CELTICS_WON
22020,1610612738,BOS,0022000738,2021-04-02,BOS vs. HOU,W,118,16.0,2020-21,HOU,True,1
22020,1610612738,BOS,0022000757,2021-04-04,BOS vs. CHA,W,116,30.0,2020-21,CHA,True,1
22020,1610612738,BOS,0022000771,2021-04-06,BOS vs. PHI,L,96,-10.0,2020-21,PHI,True,0
22020,1610612738,BOS,0022000778,2021-04-07,BOS vs. NYK,W,101,2.0,2020-21,NYK,True,1
22020,1610612738,BOS,0022000792,2021-04-09,BOS vs. MIN,W,145,9.0,2020-21,MIN,True,1
22020,1610612738,BOS,0022000806,2021-04-11,BOS @ DEN,W,105,18.0,2020-21,DEN,False,1
22020,1610612738,BOS,0022000828,2021-04-13,BOS @ POR,W,116,1.0,2020-21,POR,False,1
22020,1610612738,BOS,0022000842,2021-04-15,BOS @ LAL,W,121,8.0,2020-21,LAL,False,1
22020,1610612738,BOS,0022000858,2021-04-17,BOS vs. GSW,W,119,5.0,2020-21,GSW,True,1
22020,1610612738,BOS,0022000869,2021-04-19,BOS vs. CHI,L,96,-6.0,2020-21,CHI,True,0
22020,1610612738,BOS,0022000892,2021-04-22,BOS vs. PHX,W,99,13.0,2020-21,PHX,True,1
22020,1610612738,BOS,0022000899,2021-04-23,BOS @ BKN,L,104,-5.0,2020-21,BKN,False,0
22020,1610612738,BOS,0022000911,2021-04-25,BOS @ CHA,L,104,-21.0,2020-21,CHA,False,0
22020,1610612738,BOS,0022000927,2021-04-27,BOS vs. OKC,L,115,-4.0,2020-21,OKC,True,0
22020,1610612738,BOS,0022000936,2021-04-28,BOS vs. CHA,W,120,9.0,2020-21,CHA,True,1
22020,1610612738,BOS,0022000950,2021-04-30,BOS vs. SAS,W,143,3.0,2020-21,SAS,True,1
22020,1610612738,BOS,0022000968,2021-05-02,BOS vs. POR,L,119,-10.0,2020-21,POR,True,0
22020,1610612738,BOS,0022000990,2021-05-05,BOS @ ORL,W,132,36.0,2020-21,ORL,False,1
22020,1610612738,BOS,0022000160,2021-05-07,BOS @ CHI,L,99,-22.0,2020-21,CHI,False,0
22020,1610612738,BOS,0022000145,2021-05-09,BOS vs. MIA,L,124,-6.0,2020-21,MIA,True,0
22020,1610612738,BOS,0022001032,2021-05-11,BOS vs. MIA,L,121,-8.0,2020-21,MIA,True,0
22020,1610612738,BOS,0022001044,2021-05-12,BOS @ CLE,L,94,-8.0,2020-21,CLE,False,0
22020,1610612738,BOS,0022001063,2021-05-15,BOS @ MIN,W,124,16.0,2020-21,MIN,False,1
22020,1610612738,BOS,0022001073,2021-05-16,BOS @ NYK,L,92,-4.0,2020-21,NYK,False,0
22021,1610612738,BOS,0022100005,2021-10-20,BOS @ NYK,L,134,-4.0,2021-22,NYK,False,0
22021,1610612738,BOS,0022100020,2021-10-22,BOS vs. TOR,L,83,-32.0,2021-22,TOR,True,0
22021,1610612738,BOS,0022100037,2021-10-24,BOS @ HOU,W,107,10.0,2021-22,HOU,False,1
22021,1610612738,BOS,0022100041,2021-10-25,BOS @ CHA,W,140,11.0,2021-22,CHA,False,1
22021,1610612738,BOS,0022100056,2021-10-27,BOS vs. WAS,L,107,-9.0,2021-22,WAS,True,0
22021,1610612738,BOS,0022100078,2021-10-30,BOS @ WAS,L,112,-3.0,2021-22,WAS,False,0
22021,1610612738,BOS,0022100098,2021-11-01,BOS vs. CHI,L,114,-14.0,2021-22,CHI,True,0
22021,1610612738,BOS,0022100110,2021-11-03,BOS @ ORL,W,92,13.0,2021-22,ORL,False,1
22021,1610612738,BOS,0022100121,2021-11-04,BOS @ MIA,W,95,17.0,2021-22,MIA,False,1
22021,1610612738,BOS,0022100136,2021-11-06,BOS @ DAL,L,104,-3.0,2021-22,DAL,False,0
22021,1610612738,BOS,0022100160,2021-11-10,BOS vs. TOR,W,104,16.0,2021-22,TOR,True,1
22021,1610612738,BOS,0022100175,2021-11-12,BOS vs. MIL,W,122,9.0,2021-22,MIL,True,1
22021,1610612738,BOS,0022100190,2021-11-13,BOS @ CLE,L,89,-2.0,2021-22,CLE,False,0
22021,1610612738,BOS,0022100199,2021-11-15,BOS @ CLE,W,98,6.0,2021-22,CLE,False,1
22021,1610612738,BOS,0022100215,2021-11-17,BOS @ ATL,L,99,-11.0,2021-22,ATL,False,0
22021,1610612738,BOS,0022100232,2021-11-19,BOS vs. LAL,W,130,22.0,2021-22,LAL,True,1
22021,1610612738,BOS,0022100243,2021-11-20,BOS vs. OKC,W,111,6.0,2021-22,OKC,True,1
22021,1610612738,BOS,0022100256,2021-11-22,BOS vs. HOU,W,108,18.0,2021-22,HOU,True,1
22021,1610612738,BOS,0022100270,2021-11-24,BOS vs. BKN,L,104,-19.0,2021-22,BKN,True,0
22021,1610612738,BOS,0022100287,2021-11-26,BOS @ SAS,L,88,-8.0,2021-22,SAS,False,0
22021,1610612738,BOS,0022100302,2021-11-28,BOS @ TOR,W,109,12.0,2021-22,TOR,False,1
22021,1610612738,BOS,0022100322,2021-12-01,BOS vs. PHI,W,88,1.0,2021-22,PHI,True,1
22021,1610612738,BOS,0022100339,2021-12-03,BOS @ UTA,L,130,-7.0,2021-22,UTA,False,0
22021,1610612738,BOS,0022100347,2021-12-04,BOS @ POR,W,145,28.0,2021-22,POR,False,1
22021,1610612738,BOS,0022100365,2021-12-07,BOS @ LAL,L,102,-15.0,2021-22,LAL,False,0
22021,1610612738,BOS,0022100378,2021-12-08,BOS @ LAC,L,111,-3.0,2021-22,LAC,False,0
22021,1610612738,BOS,0022100390,2021-12-10,BOS @ PHX,L,90,-21.0,2021-22,PHX,False,0
22021,1610612738,BOS,0022100408,2021-12-13,BOS vs. MIL,W,117,14.0,2021-22,MIL,True,1
22021,1610612738,BOS,0022100435,2021-12-17,BOS vs. GSW,L,107,-4.0,2021-22,GSW,True,0
22021,1610612738,BOS,0022100445,2021-12-18,BOS vs. NYK,W,114,7.0,2021-22,NYK,True,1
22021,1610612738,BOS,0022100457,2021-12-20,BOS vs. PHI,L,103,-5.0,2021-22,PHI,True,0
22021,1610612738,BOS,0022100471,2021-12-22,BOS vs. CLE,W,111,10.0,2021-22,CLE,True,1
22021,1610612738,BOS,0022100489,2021-12-25,BOS @ MIL,L,113,-4.0,2021-22,MIL,False,0
22021,1610612738,BOS,0022100503,2021-12-27,BOS @ MIN,L,103,-5.0,2021-22,MIN,False,0
22021,1610612738,BOS,0022100518,2021-12-29,BOS vs. LAC,L,82,-9.0,2021-22,LAC,True,0
22021,1610612738,BOS,0022100529,2021-12-31,BOS vs. PHX,W,123,15.0,2021-22,PHX,True,1
22021,1610612738,BOS,0022100546,2022-01-02,BOS vs. ORL,W,116,5.0,2021-22,ORL,True,1
22021,1610612738,BOS,0022100570,2022-01-05,BOS vs. SAS,L,97,-2.0,2021-22,SAS,True,0
22021,1610612738,BOS,0022100578,2022-01-06,BOS @ NYK,L,105,-3.0,2021-22,NYK,False,0
22021,1610612738,BOS,0022100595,2022-01-08,BOS vs. NYK,W,99,24.0,2021-22,NYK,True,1
22021,1610612738,BOS,0022100609,2022-01-10,BOS vs. IND,W,101,3.0,2021-22,IND,True,1
22021,1610612738,BOS,0022100618,2022-01-12,BOS @ IND,W,119,19.0,2021-22,IND,False,1
22021,1610612738,BOS,0022100635,2022-01-14,BOS @ PHI,L,99,-12.0,2021-22,PHI,False,0
22021,1610612738,BOS,0022100647,2022-01-15,BOS vs. CHI,W,114,2.0,2021-22,CHI,True,1
22021,1610612738,BOS,0022100654,2022-01-17,BOS vs. NOP,W,104,12.0,2021-22,NOP,True,1
22021,1610612738,BOS,0022100671,2022-01-19,BOS vs. CHA,L,102,-9.0,2021-22,CHA,True,0
22021,1610612738,BOS,0022100688,2022-01-21,BOS vs. POR,L,105,-4.0,2021-22,POR,True,0
22021,1610612738,BOS,0022100699,2022-01-23,BOS @ WAS,W,116,29.0,2021-22,WAS,False,1
22021,1610612738,BOS,0022100717,2022-01-25,BOS vs. SAC,W,128,53.0,2021-22,SAC,True,1
22021,1610612738,BOS,0022100737,2022-01-28,BOS @ ATL,L,92,-16.0,2021-22,ATL,False,0
22021,1610612738,BOS,0022100745,2022-01-29,BOS @ NOP,W,107,10.0,2021-22,NOP,False,1
22021,1610612738,BOS,0022100762,2022-01-31,BOS vs. MIA,W,122,30.0,2021-22,MIA,True,1
22021,1610612738,BOS,0022100775,2022-02-02,BOS vs. CHA,W,113,6.0,2021-22,CHA,True,1
22021,1610612738,BOS,0022100788,2022-02-04,BOS @ DET,W,102,9.0,2021-22,DET,False,1
22021,1610612738,BOS,0022100806,2022-02-06,BOS @ ORL,W,116,33.0,2021-22,ORL,False,1
22021,1610612738,BOS,0022100817,2022-02-08,BOS @ BKN,W,126,35.0,2021-22,BKN,False,1
22021,1610612738,BOS,0022100842,2022-02-11,BOS vs. DEN,W,108,6.0,2021-22,DEN,True,1
22021,1610612738,BOS,0022100856,2022-02-13,BOS vs. ATL,W,105,10.0,2021-22,ATL,True,1
22021,1610612738,BOS,0022100869,2022-02-15,BOS @ PHI,W,135,48.0,2021-22,PHI,False,1
22021,1610612738,BOS,0022100875,2022-02-16,BOS vs. DET,L,111,-1.0,2021-22,DET,True,0
22021,1610612738,BOS,0022100890,2022-02-24,BOS @ BKN,W,129,23.0,2021-22,BKN,False,1
22021,1610612738,BOS,0022100905,2022-02-26,BOS @ DET,W,113,9.0,2021-22,DET,False,1
22021,1610612738,BOS,0022100914,2022-02-27,BOS @ IND,L,107,-21.0,2021-22,IND,False,0
22021,1610612738,BOS,0022100927,2022-03-01,BOS vs. ATL,W,107,9.0,2021-22,ATL,True,1
22021,1610612738,BOS,0022100940,2022-03-03,BOS vs. MEM,W,120,13.0,2021-22,MEM,True,1
22021,1610612738,BOS,0022100960,2022-03-06,BOS vs. BKN,W,126,6.0,2021-22,BKN,True,1
22021,1610612738,BOS,0022100981,2022-03-09,BOS @ CHA,W,115,14.0,2021-22,CHA,False,1
22021,1610612738,BOS,0022100997,2022-03-11,BOS vs. DET,W,114,11.0,2021-22,DET,True,1
22021,1610612738,BOS,0022101014,2022-03-13,BOS vs. DAL,L,92,-3.0,2021-22,DAL,True,0
22021,1610612738,BOS,0022101042,2022-03-16,BOS @ GSW,W,110,22.0,2021-22,GSW,False,1
22021,1610612738,BOS,0022101057,2022-03-18,BOS @ SAC,W,126,29.0,2021-22,SAC,False,1
22021,1610612738,BOS,0022101068,2022-03-20,BOS @ DEN,W,124,20.0,2021-22,DEN,False,1
22021,1610612738,BOS,0022101078,2022-03-21,BOS @ OKC,W,132,9.0,2021-22,OKC,False,1
22021,1610612738,BOS,0022101087,2022-03-23,BOS vs. UTA,W,125,28.0,2021-22,UTA,True,1
22021,1610612738,BOS,0022101116,2022-03-27,BOS vs. MIN,W,134,22.0,2021-22,MIN,True,1
22021,1610612738,BOS,0022101127,2022-03-28,BOS @ TOR,L,112,-3.0,2021-22,TOR,False,0
22021,1610612738,BOS,0022101139,2022-03-30,BOS vs. MIA,L,98,-8.0,2021-22,MIA,True,0
22021,1610612738,BOS,0022101153,2022-04-01,BOS vs. IND,W,128,5.0,2021-22,IND,True,1
22021,1610612738,BOS,0022101166,2022-04-03,BOS vs. WAS,W,144,42.0,2021-22,WAS,True,1
22021,1610612738,BOS,0022101193,2022-04-06,BOS @ CHI,W,117,23.0,2021-22,CHI,False,1
22021,1610612738,BOS,0022101198,2022-04-07,BOS @ MIL,L,121,-6.0,2021-22,MIL,False,0
22021,1610612738,BOS,0022101223,2022-04-10,BOS @ MEM,W,139,29.0,2021-22,MEM,False,1
22022,1610612738,BOS,0022200001,2022-10-18,BOS vs. PHI,W,126,9.0,2022-23,PHI,True,1
22022,1610612738,BOS,0022200022,2022-10-21,BOS @ MIA,W,111,7.0,2022-23,MIA,False,1
22022,1610612738,BOS,0022200030,2022-10-22,BOS @ ORL,W,126,6.0,2022-23,ORL,False,1
22022,1610612738,BOS,0022200047,2022-10-24,BOS @ CHI,L,102,-18.0,2022-23,CHI,False,0
22022,1610612738,BOS,0022200072,2022-10-28,BOS vs. CLE,L,123,-9.0,2022-23,CLE,True,0
22022,1610612738,BOS,0022200089,2022-10-30,BOS vs. WAS,W,112,18.0,2022-23,WAS,True,1
22022,1610612738,BOS,0022200107,2022-11-02,BOS @ CLE,L,113,-1.0,2022-23,CLE,False,0
22022,1610612738,BOS,0022200124,2022-11-04,BOS vs. CHI,W,123,4.0,2022-23,CHI,True,1
22022,1610612738,BOS,0022200135,2022-11-05,BOS @ NYK,W,133,10.4,2022-23,NYK,False,1
22022,1610612738,BOS,0022200152,2022-11-07,BOS @ MEM,W,109,3.0,2022-23,MEM,False,1
22022,1610612738,BOS,0022200163,2022-11-09,BOS vs. DET,W,128,16.0,2022-23,DET,True,1
22022,1610612738,BOS,0022200176,2022-11-11,BOS vs. DEN,W,131,19.0,2022-23,DEN,True,1
22022,1610612738,BOS,0022200186,2022-11-12,BOS @ DET,W,117,9.0,2022-23,DET,False,1
22022,1610612738,BOS,0022200201,2022-11-14,BOS vs. OKC,W,126,4.0,2022-23,OKC,True,1
22022,1610612738,BOS,0022200214,2022-11-16,BOS @ ATL,W,126,25.0,2022-23,ATL,False,1
22022,1610612738,BOS,0022200231,2022-11-18,BOS @ NOP,W,117,8.0,2022-23,NOP,False,1
22022,1610612738,BOS,0022200250,2022-11-21,BOS @ CHI,L,107,-14.0,2022-23,CHI,False,0
22022,1610612738,BOS,0022200264,2022-11-23,BOS vs. DAL,W,125,13.0,2022-23,DAL,True,1
22022,1610612738,BOS,0022200275,2022-11-25,BOS vs. SAC,W,122,18.0,2022-23,SAC,True,1
22022,1610612738,BOS,0022200294,2022-11-27,BOS vs. WAS,W,130,9.0,2022-23,WAS,True,1
22022,1610612738,BOS,0022200301,2022-11-28,BOS vs. CHA,W,140,35.0,2022-23,CHA,True,1
22022,1610612738,BOS,0022200314,2022-11-30,BOS vs. MIA,W,134,13.0,2022-23,MIA,True,1
22022,1610612738,BOS,0022200328,2022-12-02,BOS vs. MIA,L,116,-4.0,2022-23,MIA,True,0
22022,1610612738,BOS,0022200346,2022-12-04,BOS @ BKN,W,103,11.0,2022-23,BKN,False,1
22022,1610612738,BOS,0022200355,2022-12-05,BOS @ TOR,W,116,6.0,2022-23,TOR,False,1
22022,1610612738,BOS,0022200373,2022-12-07,BOS @ PHX,W,125,27.0,2022-23,PHX,False,1
22022,1610612738,BOS,0022200392,2022-12-10,BOS @ GSW,L,107,-16.0,2022-23,GSW,False,0
22022,1610612738,BOS,0022200408,2022-12-12,BOS @ LAC,L,93,-20.0,2022-23,LAC,False,0
22022,1610612738,BOS,0022200413,2022-12-13,BOS @ LAL,W,122,4.0,2022-23,LAL,False,1
22022,1610612738,BOS,0022200430,2022-12-16,BOS vs. ORL,L,109,-8.0,2022-23,ORL,True,0
22022,1610612738,BOS,0022200445,2022-12-18,BOS vs. ORL,L,92,-3.0,2022-23,ORL,True,0
22022,1610612738,BOS,0022200469,2022-12-21,BOS vs. IND,L,112,-5.0,2022-23,IND,True,0
22022,1610612738,BOS,0022200482,2022-12-23,BOS vs. MIN,W,121,12.0,2022-23,MIN,True,1
22022,1610612738,BOS,0022200495,2022-12-25,BOS vs. MIL,W,139,21.0,2022-23,MIL,True,1
22022,1610612738,BOS,0022200507,2022-12-27,BOS vs. HOU,W,126,24.0,2022-23,HOU,True,1
22022,1610612738,BOS,0022200525,2022-12-29,BOS vs. LAC,W,116,6.0,2022-23,LAC,True,1
22022,1610612738,BOS,0022200549,2023-01-01,BOS @ DEN,L,111,-12.0,2022-23,DEN,False,0
22022,1610612738,BOS,0022200562,2023-01-03,BOS @ OKC,L,117,-33.0,2022-23,OKC,False,0
22022,1610612738,BOS,0022200577,2023-01-05,BOS @ DAL,W,124,29.0,2022-23,DAL,False,1
22022,1610612738,BOS,0022200591,2023-01-07,BOS @ SAS,W,121,5.0,2022-23,SAS,False,1
22022,1610612738,BOS,0022200606,2023-01-09,BOS vs. CHI,W,107,8.0,2022-23,CHI,True,1
22022,1610612738,BOS,0022200621,2023-01-11,BOS vs. NOP,W,125,11.0,2022-23,NOP,True,1
22022,1610612738,BOS,0022200627,2023-01-12,BOS @ BKN,W,109,11.0,2022-23,BKN,False,1
22022,1610612738,BOS,0022200642,2023-01-14,BOS @ CHA,W,122,16.0,2022-23,CHA,False,1
22022,1610612738,BOS,0022200656,2023-01-16,BOS @ CHA,W,130,12.0,2022-23,CHA,False,1
22022,1610612738,BOS,0022200679,2023-01-19,BOS vs. GSW,W,121,3.0,2022-23,GSW,True,1
22022,1610612738,BOS,0022200692,2023-01-21,BOS @ TOR,W,106,2.0,2022-23,TOR,False,1
22022,1610612738,BOS,0022200707,2023-01-23,BOS @ ORL,L,98,-15.0,2022-23,ORL,False,0
22022,1610612738,BOS,0022200714,2023-01-24,BOS @ MIA,L,95,-3.0,2022-23,MIA,False,0
22022,1610612738,BOS,0022200730,2023-01-26,BOS vs. NYK,L,117,-3.0,2022-23,NYK,True,0
22022,1610612738,BOS,0022200749,2023-01-28,BOS vs. LAL,W,125,3.0,2022-23,LAL,True,1
22022,1610612738,BOS,0022200772,2023-02-01,BOS vs. BKN,W,139,43.0,2022-23,BKN,True,1
22022,1610612738,BOS,0022200788,2023-02-03,BOS vs. PHX,L,94,-12.0,2022-23,PHX,True,0
22022,1610612738,BOS,0022200808,2023-02-06,BOS @ DET,W,111,12.0,2022-23,DET,False,1
22022,1610612738,BOS,0022200824,2023-02-08,BOS vs. PHI,W,106,7.0,2022-23,PHI,True,1
22022,1610612738,BOS,0022200838,2023-02-10,BOS vs. CHA,W,127,11.0,2022-23,CHA,True,1
22022,1610612738,BOS,0022200855,2023-02-12,BOS vs. MEM,W,119,10.0,2022-23,MEM,True,1
22022,1610612738,BOS,0022200869,2023-02-14,BOS @ MIL,L,125,-6.0,2022-23,MIL,False,0
22022,1610612738,BOS,0022200877,2023-02-15,BOS vs. DET,W,127,18.0,2022-23,DET,True,1
22022,1610612738,BOS,0022200887,2023-02-23,BOS @ IND,W,142,4.0,2022-23,IND,False,1
22022,1610612738,BOS,0022200908,2023-02-25,BOS @ PHI,W,110,3.0,2022-23,PHI,False,1
22022,1610612738,BOS,0022200921,2023-02-27,BOS @ NYK,L,94,-15.0,2022-23,NYK,False,0
22022,1610612738,BOS,0022200935,2023-03-01,BOS vs. CLE,W,117,4.0,2022-23,CLE,True,1
22022,1610612738,BOS,0022200948,2023-03-03,BOS vs. BKN,L,105,-10.0,2022-23,BKN,True,0
22022,1610612738,BOS,0022200969,2023-03-05,BOS vs. NYK,L,129,-2.0,2022-23,NYK,True,0
22022,1610612738,BOS,0022200971,2023-03-06,BOS @ CLE,L,114,-4.0,2022-23,CLE,False,0
22022,1610612738,BOS,0022200986,2023-03-08,BOS vs. POR,W,115,22.0,2022-23,POR,True,1
22022,1610612738,BOS,0022201008,2023-03-11,BOS @ ATL,W,134,9.0,2022-23,ATL,False,1
22022,1610612738,BOS,0022201024,2023-03-13,BOS @ HOU,L,109,-2.0,2022-23,HOU,False,0
22022,1610612738,BOS,0022201039,2023-03-15,BOS @ MIN,W,104,2.0,2022-23,MIN,False,1
22022,1610612738,BOS,0022201053,2023-03-17,BOS @ POR,W,126,14.0,2022-23,POR,False,1
22022,1610612738,BOS,0022201062,2023-03-18,BOS @ UTA,L,117,-1.0,2022-23,UTA,False,0
22022,1610612738,BOS,0022201081,2023-03-21,BOS @ SAC,W,132,23.0,2022-23,SAC,False,1
22022,1610612738,BOS,0022201097,2023-03-24,BOS vs. IND,W,120,25.0,2022-23,IND,True,1
22022,1610612738,BOS,0022201116,2023-03-26,BOS vs. SAS,W,137,44.0,2022-23,SAS,True,1
22022,1610612738,BOS,0022201130,2023-03-28,BOS @ WAS,L,111,-19.0,2022-23,WAS,False,0
22022,1610612738,BOS,0022201146,2023-03-30,BOS @ MIL,W,140,41.0,2022-23,MIL,False,1
22022,1610612738,BOS,0022201152,2023-03-31,BOS vs. UTA,W,122,8.0,2022-23,UTA,True,1
22022,1610612738,BOS,0022201181,2023-04-04,BOS @ PHI,L,101,-2.0,2022-23,PHI,False,0
22022,1610612738,BOS,0022201192,2023-04-05,BOS vs. TOR,W,97,4.0,2022-23,TOR,True,1
22022,1610612738,BOS,0022201206,2023-04-07,BOS vs. TOR,W,121,19.0,2022-23,TOR,True,1
22022,1610612738,BOS,0022201216,2023-04-09,BOS vs. ATL,W,120,6.0,2022-23,ATL,True,1
22023,1610612738,BOS,0022300065,2023-10-25,BOS @ NYK,W,108,4.0,2023-24,NYK,False,1
22023,1610612738,BOS,0022300080,2023-10-27,BOS vs. MIA,W,119,8.0,2023-24,MIA,True,1
22023,1610612738,BOS,0022300103,2023-10-30,BOS @ WAS,W,126,19.0,2023-24,WAS,False,1
22023,1610612738,BOS,0022300118,2023-11-01,BOS vs. IND,W,155,51.0,2023-24,IND,True,1
22023,1610612738,BOS,0022300136,2023-11-04,BOS @ BKN,W,124,10.0,2023-24,BKN,False,1
22023,1610612738,BOS,0022300154,2023-11-06,BOS @ MIN,L,109,-5.0,2023-24,MIN,False,0
22023,1610612738,BOS,0022300159,2023-11-08,BOS @ PHI,L,103,-3.0,2023-24,PHI,False,0
22023,1610612738,BOS,0022300010,2023-11-10,BOS vs. BKN,W,121,14.0,2023-24,BKN,True,1
22023,1610612738,BOS,0022300174,2023-11-11,BOS vs. TOR,W,117,23.0,2023-24,TOR,True,1
22023,1610612738,BOS,0022300188,2023-11-13,BOS vs. NYK,W,114,16.0,2023-24,NYK,True,1
22023,1610612738,BOS,0022300194,2023-11-15,BOS @ PHI,W,117,10.0,2023-24,PHI,False,1
22023,1610612738,BOS,0022300031,2023-11-17,BOS @ TOR,W,108,3.0,2023-24,TOR,False,1
22023,1610612738,BOS,0022300213,2023-11-19,BOS @ MEM,W,102,2.0,2023-24,MEM,False,1
22023,1610612738,BOS,0022300217,2023-11-20,BOS @ CHA,L,118,-3.0,2023-24,CHA,False,0
22023,1610612738,BOS,0022300228,2023-11-22,BOS vs. MIL,W,119,3.0,2023-24,MIL,True,1
22023,1610612738,BOS,0022300043,2023-11-24,BOS @ ORL,L,96,-17.0,2023-24,ORL,False,0
22023,1610612738,BOS,0022300246,2023-11-26,BOS vs. ATL,W,113,10.0,2023-24,ATL,True,1
22023,1610612738,BOS,0022300053,2023-11-28,BOS vs. CHI,W,124,27.0,2023-24,CHI,True,1
22023,1610612738,BOS,0022300275,2023-12-01,BOS vs. PHI,W,125,6.0,2023-24,PHI,True,1
22023,1610612738,BOS,0022301202,2023-12-04,BOS @ IND,L,112,-10.0,2023-24,IND,False,0
22023,1610612738,BOS,0022301227,2023-12-08,BOS vs. NYK,W,133,10.0,2023-24,NYK,True,1
22023,1610612738,BOS,0022300305,2023-12-12,BOS vs. CLE,W,120,7.0,2023-24,CLE,True,1
22023,1610612738,BOS,0022300319,2023-12-14,BOS vs. CLE,W,116,9.0,2023-24,CLE,True,1
22023,1610612738,BOS,0022300329,2023-12-15,BOS vs. ORL,W,128,17.0,2023-24,ORL,True,1
22023,1610612738,BOS,0022300344,2023-12-17,BOS vs. ORL,W,114,17.0,2023-24,ORL,True,1
22023,1610612738,BOS,0022300362,2023-12-19,BOS @ GSW,L,126,-6.0,2023-24,GSW,False,0
22023,1610612738,BOS,0022300373,2023-12-20,BOS @ SAC,W,144,25.0,2023-24,SAC,False,1
22023,1610612738,BOS,0022300389,2023-12-23,BOS @ LAC,W,145,37.0,2023-24,LAC,False,1
22023,1610612738,BOS,0022300403,2023-12-25,BOS @ LAL,W,126,11.0,2023-24,LAL,False,1
22023,1610612738,BOS,0022300421,2023-12-28,BOS vs. DET,W,128,6.0,2023-24,DET,True,1
22023,1610612738,BOS,0022300432,2023-12-29,BOS vs. TOR,W,120,2.0,2023-24,TOR,True,1
22023,1610612738,BOS,0022300448,2023-12-31,BOS @ SAS,W,134,33.0,2023-24,SAS,False,1
22023,1610612738,BOS,0022300462,2024-01-02,BOS @ OKC,L,123,-4.0,2023-24,OKC,False,0
22023,1610612738,BOS,0022300479,2024-01-05,BOS vs. UTA,W,126,29.0,2023-24,UTA,True,1
22023,1610612738,BOS,0022300493,2024-01-06,BOS @ IND,W,118,17.0,2023-24,IND,False,1
22023,1610612738,BOS,0022300507,2024-01-08,BOS @ IND,L,131,-2.0,2023-24,IND,False,0
22023,1610612738,BOS,0022300517,2024-01-10,BOS vs. MIN,W,127,7.0,2023-24,MIN,True,1
22023,1610612738,BOS,0022300528,2024-01-11,BOS @ MIL,L,102,-33.0,2023-24,MIL,False,0
22023,1610612738,BOS,0022300542,2024-01-13,BOS vs. HOU,W,145,32.0,2023-24,HOU,True,1
22023,1610612738,BOS,0022300563,2024-01-15,BOS @ TOR,W,105,9.0,2023-24,TOR,False,1
22023,1610612738,BOS,0022300571,2024-01-17,BOS vs. SAS,W,117,19.0,2023-24,SAS,True,1
22023,1610612738,BOS,0022300586,2024-01-19,BOS vs. DEN,L,100,-2.0,2023-24,DEN,True,0
22023,1610612738,BOS,0022300603,2024-01-21,BOS @ HOU,W,116,9.0,2023-24,HOU,False,1
22023,1610612738,BOS,0022300611,2024-01-22,BOS @ DAL,W,119,9.0,2023-24,DAL,False,1
22023,1610612738,BOS,0022300630,2024-01-25,BOS @ MIA,W,143,33.0,2023-24,MIA,False,1
22023,1610612738,BOS,0022300646,2024-01-27,BOS vs. LAC,L,96,-19.0,2023-24,LAC,True,0
22023,1610612738,BOS,0022300659,2024-01-29,BOS vs. NOP,W,118,6.0,2023-24,NOP,True,1
22023,1610612738,BOS,0022300670,2024-01-30,BOS vs. IND,W,129,5.0,2023-24,IND,True,1
22023,1610612738,BOS,0022300684,2024-02-01,BOS vs. LAL,L,105,-9.0,2023-24,LAL,True,0
22023,1610612738,BOS,0022300706,2024-02-04,BOS vs. MEM,W,131,40.0,2023-24,MEM,True,1
22023,1610612738,BOS,0022300729,2024-02-07,BOS vs. ATL,W,125,8.0,2023-24,ATL,True,1
22023,1610612738,BOS,0022300743,2024-02-09,BOS vs. WAS,W,133,4.0,2023-24,WAS,True,1
22023,1610612738,BOS,0022300759,2024-02-11,BOS @ MIA,W,110,4.0,2023-24,MIA,False,1
22023,1610612738,BOS,0022300771,2024-02-13,BOS @ BKN,W,118,8.0,2023-24,BKN,False,1
22023,1610612738,BOS,0022300780,2024-02-14,BOS vs. BKN,W,136,50.0,2023-24,BKN,True,1
22023,1610612738,BOS,0022300797,2024-02-22,BOS @ CHI,W,129,17.0,2023-24,CHI,False,1
22023,1610612738,BOS,0022300816,2024-02-24,BOS @ NYK,W,116,14.0,2023-24,NYK,False,1
22023,1610612738,BOS,0022300836,2024-02-27,BOS vs. PHI,W,117,18.0,2023-24,PHI,True,1
22023,1610612738,BOS,0022300859,2024-03-01,BOS vs. DAL,W,138,28.0,2023-24,DAL,True,1
22023,1610612738,BOS,0022300872,2024-03-03,BOS vs. GSW,W,140,52.0,2023-24,GSW,True,1
22023,1610612738,BOS,0022300886,2024-03-05,BOS @ CLE,L,104,-1.0,2023-24,CLE,False,0
22023,1610612738,BOS,0022300906,2024-03-07,BOS @ DEN,L,109,-6.0,2023-24,DEN,False,0
22023,1610612738,BOS,0022300920,2024-03-09,BOS @ PHX,W,117,10.0,2023-24,PHX,False,1
22023,1610612738,BOS,0022300938,2024-03-11,BOS @ POR,W,121,22.0,2023-24,POR,False,1
22023,1610612738,BOS,0022300943,2024-03-12,BOS @ UTA,W,123,16.0,2023-24,UTA,False,1
22023,1610612738,BOS,0022300955,2024-03-14,BOS vs. PHX,W,127,15.0,2023-24,PHX,True,1
