SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,GAME_ID,GAME_DATE,MATCHUP,WL,PTS,PLUS_MINUS,SEASON,WON
22016,1610612739,CLE,0021600001,2016-10-25,CLE vs. NYK,W,117,29.0,2016-17,1
22016,1610612752,NYK,0021600001,2016-10-25,NYK @ CLE,L,88,-29.0,2016-17,0
22016,1610612757,POR,0021600002,2016-10-25,POR vs. UTA,W,113,9.0,2016-17,1
22016,1610612762,UTA,0021600002,2016-10-25,UTA @ POR,L,104,-9.0,2016-17,0
22016,1610612744,GSW,0021600003,2016-10-25,GSW vs. SAS,L,100,-29.0,2016-17,0
22016,1610612759,SAS,0021600003,2016-10-25,SAS @ GSW,W,129,29.0,2016-17,1
22016,1610612748,MIA,0021600004,2016-10-26,MIA @ ORL,W,108,12.0,2016-17,1
22016,1610612753,ORL,0021600004,2016-10-26,ORL vs. MIA,L,96,-12.0,2016-17,0
22016,1610612742,DAL,0021600005,2016-10-26,DAL @ IND,L,121,-9.0,2016-17,0
22016,1610612754,IND,0021600005,2016-10-26,IND vs. DAL,W,130,9.0,2016-17,1
22016,1610612751,BKN,0021600006,2016-10-26,BKN @ BOS,L,117,-5.0,2016-17,0
22016,1610612738,BOS,0021600006,2016-10-26,BOS vs. BKN,W,122,5.0,2016-17,1
22016,1610612765,DET,0021600007,2016-10-26,DET @ TOR,L,91,-18.0,2016-17,0
22016,1610612761,TOR,0021600007,2016-10-26,TOR vs. DET,W,109,18.0,2016-17,1
22016,1610612766,CHA,0021600008,2016-10-26,CHA @ MIL,W,107,11.0,2016-17,1
22016,1610612749,MIL,0021600008,2016-10-26,MIL vs. CHA,L,96,-11.0,2016-17,0
22016,1610612763,MEM,0021600009,2016-10-26,MEM vs. MIN,W,102,4.0,2016-17,1
22016,1610612750,MIN,0021600009,2016-10-26,MIN @ MEM,L,98,-4.0,2016-17,0
22016,1610612743,DEN,0021600010,2016-10-26,DEN @ NOP,W,107,5.0,2016-17,1
22016,1610612740,NOP,0021600010,2016-10-26,NOP vs. DEN,L,102,-5.0,2016-17,0
22016,1610612760,OKC,0021600011,2016-10-26,OKC @ PHI,W,103,4.0,2016-17,1
22016,1610612755,PHI,0021600011,2016-10-26,PHI vs. OKC,L,97,-4.0,2016-17,0
22016,1610612756,PHX,0021600012,2016-10-26,PHX vs. SAC,L,94,-19.0,2016-17,0
22016,1610612758,SAC,0021600012,2016-10-26,SAC @ PHX,W,113,19.0,2016-17,1
22016,1610612745,HOU,0021600013,2016-10-26,HOU @ LAL,L,114,-6.0,2016-17,0
22016,1610612747,LAL,0021600013,2016-10-26,LAL vs. HOU,W,120,6.0,2016-17,1
22016,1610612737,ATL,0021600014,2016-10-27,ATL vs. WAS,W,114,15.0,2016-17,1
22016,1610612764,WAS,0021600014,2016-10-27,WAS @ ATL,L,99,-15.0,2016-17,0
22016,1610612738,BOS,0021600015,2016-10-27,BOS @ CHI,L,99,-6.0,2016-17,0
22016,1610612741,CHI,0021600015,2016-10-27,CHI vs. BOS,W,105,6.0,2016-17,1
22016,1610612758,SAC,0021600016,2016-10-27,SAC vs. SAS,L,94,-8.0,2016-17,0
22016,1610612759,SAS,0021600016,2016-10-27,SAS @ SAC,W,102,8.0,2016-17,1
22016,1610612746,LAC,0021600017,2016-10-27,LAC @ POR,W,114,8.0,2016-17,1
22016,1610612757,POR,0021600017,2016-10-27,POR vs. LAC,L,106,-8.0,2016-17,0
22016,1610612739,CLE,0021600018,2016-10-28,CLE @ TOR,W,94,3.0,2016-17,1
22016,1610612761,TOR,0021600018,2016-10-28,TOR vs. CLE,L,91,-3.0,2016-17,0
22016,1610612751,BKN,0021600019,2016-10-28,BKN vs. IND,W,103,9.0,2016-17,1
22016,1610612754,IND,0021600019,2016-10-28,IND @ BKN,L,94,-9.0,2016-17,0
22016,1610612765,DET,0021600020,2016-10-28,DET vs. ORL,W,108,26.0,2016-17,1
22016,1610612753,ORL,0021600020,2016-10-28,ORL @ DET,L,82,-26.0,2016-17,0
22016,1610612760,OKC,0021600021,2016-10-28,OKC vs. PHX,W,113,3.0,2016-17,1
22016,1610612756,PHX,0021600021,2016-10-28,PHX @ OKC,L,110,-3.0,2016-17,0
22016,1610612766,CHA,0021600022,2016-10-28,CHA @ MIA,W,97,6.0,2016-17,1
22016,1610612748,MIA,0021600022,2016-10-28,MIA vs. CHA,L,91,-6.0,2016-17,0
22016,1610612742,DAL,0021600023,2016-10-28,DAL vs. HOU,L,98,-8.0,2016-17,0
22016,1610612745,HOU,0021600023,2016-10-28,HOU @ DAL,W,106,8.0,2016-17,1
22016,1610612747,LAL,0021600024,2016-10-28,LAL @ UTA,L,89,-7.0,2016-17,0
22016,1610612762,UTA,0021600024,2016-10-28,UTA vs. LAL,W,96,7.0,2016-17,1
22016,1610612744,GSW,0021600025,2016-10-28,GSW @ NOP,W,122,8.0,2016-17,1
22016,1610612740,NOP,0021600025,2016-10-28,NOP vs. GSW,L,114,-8.0,2016-17,0
22016,1610612737,ATL,0021600026,2016-10-29,ATL @ PHI,W,104,32.0,2016-17,1
22016,1610612755,PHI,0021600026,2016-10-29,PHI vs. ATL,L,72,-32.0,2016-17,0
22016,1610612738,BOS,0021600027,2016-10-29,BOS @ CHA,W,104,6.0,2016-17,1
22016,1610612766,CHA,0021600027,2016-10-29,CHA vs. BOS,L,98,-6.0,2016-17,0
22016,1610612763,MEM,0021600028,2016-10-29,MEM @ NYK,L,104,-7.0,2016-17,0
22016,1610612752,NYK,0021600028,2016-10-29,NYK vs. MEM,W,111,7.0,2016-17,1
22016,1610612739,CLE,0021600029,2016-10-29,CLE vs. ORL,W,105,6.0,2016-17,1
22016,1610612753,ORL,0021600029,2016-10-29,ORL @ CLE,L,99,-6.0,2016-17,0
22016,1610612741,CHI,0021600030,2016-10-29,CHI vs. IND,W,118,17.0,2016-17,1
22016,1610612754,IND,0021600030,2016-10-29,IND @ CHI,L,101,-17.0,2016-17,0
22016,1610612751,BKN,0021600031,2016-10-29,BKN @ MIL,L,108,-2.0,2016-17,0
22016,1610612749,MIL,0021600031,2016-10-29,MIL vs. BKN,W,110,2.0,2016-17,1
22016,1610612740,NOP,0021600032,2016-10-29,NOP @ SAS,L,79,-19.0,2016-17,0
22016,1610612759,SAS,0021600032,2016-10-29,SAS vs. NOP,W,98,19.0,2016-17,1
22016,1610612743,DEN,0021600033,2016-10-29,DEN vs. POR,L,113,-2.0,2016-17,0
22016,1610612757,POR,0021600033,2016-10-29,POR @ DEN,W,115,2.0,2016-17,1
22016,1610612750,MIN,0021600034,2016-10-29,MIN @ SAC,L,103,-3.0,2016-17,0
22016,1610612758,SAC,0021600034,2016-10-29,SAC vs. MIN,W,106,3.0,2016-17,1
22016,1610612746,LAC,0021600035,2016-10-30,LAC vs. UTA,W,88,13.0,2016-17,1
22016,1610612762,UTA,0021600035,2016-10-30,UTA @ LAC,L,75,-13.0,2016-17,0
22016,1610612744,GSW,0021600036,2016-10-30,GSW @ PHX,W,106,6.0,2016-17,1
22016,1610612756,PHX,0021600036,2016-10-30,PHX vs. GSW,L,100,-6.0,2016-17,0
22016,1610612748,MIA,0021600037,2016-10-30,MIA vs. SAS,L,99,-7.0,2016-17,0
22016,1610612759,SAS,0021600037,2016-10-30,SAS @ MIA,W,106,7.0,2016-17,1
22016,1610612765,DET,0021600038,2016-10-30,DET vs. MIL,W,98,15.0,2016-17,1
22016,1610612749,MIL,0021600038,2016-10-30,MIL @ DET,L,83,-15.0,2016-17,0
22016,1610612763,MEM,0021600039,2016-10-30,MEM vs. WAS,W,112,9.0,2016-17,1
22016,1610612764,WAS,0021600039,2016-10-30,WAS @ MEM,L,103,-9.0,2016-17,0
22016,1610612747,LAL,0021600040,2016-10-30,LAL @ OKC,L,96,-17.0,2016-17,0
22016,1610612760,OKC,0021600040,2016-10-30,OKC vs. LAL,W,113,17.0,2016-17,1
22016,1610612742,DAL,0021600041,2016-10-30,DAL @ HOU,L,92,-1.0,2016-17,0
22016,1610612745,HOU,0021600041,2016-10-30,HOU vs. DAL,W,93,1.0,2016-17,1
22016,1610612743,DEN,0021600042,2016-10-31,DEN @ TOR,L,102,-3.0,2016-17,0
22016,1610612761,TOR,0021600042,2016-10-31,TOR vs. DEN,W,105,3.0,2016-17,1
22016,1610612751,BKN,0021600043,2016-10-31,BKN vs. CHI,L,88,-30.0,2016-17,0
22016,1610612741,CHI,0021600043,2016-10-31,CHI @ BKN,W,118,30.0,2016-17,1
22016,1610612737,ATL,0021600044,2016-10-31,ATL vs. SAC,W,106,11.0,2016-17,1
22016,1610612758,SAC,0021600044,2016-10-31,SAC @ ATL,L,95,-11.0,2016-17,0
22016,1610612746,LAC,0021600045,2016-10-31,LAC vs. PHX,W,116,18.0,2016-17,1
22016,1610612756,PHX,0021600045,2016-10-31,PHX @ LAC,L,98,-18.0,2016-17,0
22016,1610612753,ORL,0021600046,2016-11-01,ORL @ PHI,W,103,2.0,2016-17,1
22016,1610612755,PHI,0021600046,2016-11-01,PHI vs. ORL,L,101,-2.0,2016-17,0
22016,1610612739,CLE,0021600047,2016-11-01,CLE vs. HOU,W,128,8.0,2016-17,1
22016,1610612745,HOU,0021600047,2016-11-01,HOU @ CLE,L,120,-8.0,2016-17,0
22016,1610612754,IND,0021600048,2016-11-01,IND vs. LAL,W,115,7.0,2016-17,1
22016,1610612747,LAL,0021600048,2016-11-01,LAL @ IND,L,108,-7.0,2016-17,0
22016,1610612748,MIA,0021600049,2016-11-01,MIA vs. SAC,W,108,12.0,2016-17,1
22016,1610612758,SAC,0021600049,2016-11-01,SAC @ MIA,L,96,-12.0,2016-17,0
22016,1610612765,DET,0021600050,2016-11-01,DET vs. NYK,W,102,13.0,2016-17,1
22016,1610612752,NYK,0021600050,2016-11-01,NYK @ DET,L,89,-13.0,2016-17,0
22016,1610612749,MIL,0021600051,2016-11-01,MIL @ NOP,W,117,4.0,2016-17,1
22016,1610612740,NOP,0021600051,2016-11-01,NOP vs. MIL,L,113,-4.0,2016-17,0
22016,1610612763,MEM,0021600052,2016-11-01,MEM @ MIN,L,80,-36.0,2016-17,0
22016,1610612750,MIN,0021600052,2016-11-01,MIN vs. MEM,W,116,36.0,2016-17,1
22016,1610612759,SAS,0021600053,2016-11-01,SAS vs. UTA,L,91,-15.0,2016-17,0
22016,1610612762,UTA,0021600053,2016-11-01,UTA @ SAS,W,106,15.0,2016-17,1
22016,1610612744,GSW,0021600054,2016-11-01,GSW @ POR,W,127,23.0,2016-17,1
22016,1610612757,POR,0021600054,2016-11-01,POR vs. GSW,L,104,-23.0,2016-17,0
22016,1610612761,TOR,0021600055,2016-11-02,TOR @ WAS,W,113,10.0,2016-17,1
22016,1610612764,WAS,0021600055,2016-11-02,WAS vs. TOR,L,103,-10.0,2016-17,0
22016,1610612766,CHA,0021600056,2016-11-02,CHA vs. PHI,W,109,16.0,2016-17,1
22016,1610612755,PHI,0021600056,2016-11-02,PHI @ CHA,L,93,-16.0,2016-17,0
22016,1610612751,BKN,0021600057,2016-11-02,BKN vs. DET,W,109,8.0,2016-17,1
22016,1610612765,DET,0021600057,2016-11-02,DET @ BKN,L,101,-8.0,2016-17,0
22016,1610612745,HOU,0021600058,2016-11-02,HOU @ NYK,W,118,19.0,2016-17,1
22016,1610612752,NYK,0021600058,2016-11-02,NYK vs. HOU,L,99,-19.0,2016-17,0
22016,1610612737,ATL,0021600059,2016-11-02,ATL vs. LAL,L,116,-7.0,2016-17,0
22016,1610612747,LAL,0021600059,2016-11-02,LAL @ ATL,W,123,7.0,2016-17,1
22016,1610612763,MEM,0021600060,2016-11-02,MEM vs. NOP,W,89,6.0,2016-17,1
22016,1610612740,NOP,0021600060,2016-11-02,NOP @ MEM,L,83,-6.0,2016-17,0
22016,1610612738,BOS,0021600061,2016-11-02,BOS vs. CHI,W,107,7.0,2016-17,1
22016,1610612741,CHI,0021600061,2016-11-02,CHI @ BOS,L,100,-7.0,2016-17,0
22016,1610612742,DAL,0021600062,2016-11-02,DAL @ UTA,L,81,-16.0,2016-17,0
22016,1610612762,UTA,0021600062,2016-11-02,UTA vs. DAL,W,97,16.0,2016-17,1
22016,1610612756,PHX,0021600063,2016-11-02,PHX vs. POR,W,118,3.0,2016-17,1
22016,1610612757,POR,0021600063,2016-11-02,POR @ PHX,L,115,-3.0,2016-17,0
22016,1610612746,LAC,0021600064,2016-11-02,LAC vs. OKC,L,83,-2.0,2016-17,0
22016,1610612760,OKC,0021600064,2016-11-02,OKC @ LAC,W,85,2.0,2016-17,1
22016,1610612753,ORL,0021600065,2016-11-03,ORL vs. SAC,W,102,8.0,2016-17,1
22016,1610612758,SAC,0021600065,2016-11-03,SAC @ ORL,L,94,-8.0,2016-17,0
22016,1610612754,IND,0021600066,2016-11-03,IND @ MIL,L,107,-18.0,2016-17,0
22016,1610612749,MIL,0021600066,2016-11-03,MIL vs. IND,W,125,18.0,2016-17,1
22016,1610612743,DEN,0021600067,2016-11-03,DEN @ MIN,W,102,3.0,2016-17,1
22016,1610612750,MIN,0021600067,2016-11-03,MIN vs. DEN,L,99,-3.0,2016-17,0
22016,1610612738,BOS,0021600068,2016-11-03,BOS @ CLE,L,122,-6.0,2016-17,0
22016,1610612739,CLE,0021600068,2016-11-03,CLE vs. BOS,W,128,6.0,2016-17,1
22016,1610612744,GSW,0021600069,2016-11-03,GSW vs. OKC,W,122,26.0,2016-17,1
22016,1610612760,OKC,0021600069,2016-11-03,OKC @ GSW,L,96,-26.0,2016-17,0
22016,1610612737,ATL,0021600070,2016-11-04,ATL @ WAS,L,92,-3.0,2016-17,0
22016,1610612764,WAS,0021600070,2016-11-04,WAS vs. ATL,W,95,3.0,2016-17,1
22016,1610612748,MIA,0021600071,2016-11-04,MIA @ TOR,L,87,-9.0,2016-17,0
22016,1610612761,TOR,0021600071,2016-11-04,TOR vs. MIA,W,96,9.0,2016-17,1
22016,1610612751,BKN,0021600072,2016-11-04,BKN vs. CHA,L,95,-4.0,2016-17,0
22016,1610612766,CHA,0021600072,2016-11-04,CHA @ BKN,W,99,4.0,2016-17,1
22016,1610612741,CHI,0021600073,2016-11-04,CHI vs. NYK,L,104,-13.0,2016-17,0
22016,1610612752,NYK,0021600073,2016-11-04,NYK @ CHI,W,117,13.0,2016-17,1
22016,1610612746,LAC,0021600074,2016-11-04,LAC @ MEM,W,99,11.0,2016-17,1
22016,1610612763,MEM,0021600074,2016-11-04,MEM vs. LAC,L,88,-11.0,2016-17,0
22016,1610612740,NOP,0021600075,2016-11-04,NOP vs. PHX,L,111,-1.0,2016-17,0
22016,1610612756,PHX,0021600075,2016-11-04,PHX @ NOP,W,112,1.0,2016-17,1
22016,1610612742,DAL,0021600076,2016-11-04,DAL vs. POR,L,95,-10.0,2016-17,0
22016,1610612757,POR,0021600076,2016-11-04,POR @ DAL,W,105,10.0,2016-17,1
22016,1610612759,SAS,0021600077,2016-11-04,SAS @ UTA,W,100,14.0,2016-17,1
22016,1610612762,UTA,0021600077,2016-11-04,UTA vs. SAS,L,86,-14.0,2016-17,0
22016,1610612744,GSW,0021600078,2016-11-04,GSW @ LAL,L,97,-20.0,2016-17,0
22016,1610612747,LAL,0021600078,2016-11-04,LAL vs. GSW,W,117,20.0,2016-17,1
22016,1610612750,MIN,0021600079,2016-11-05,MIN @ OKC,L,92,-20.0,2016-17,0
22016,1610612760,OKC,0021600079,2016-11-05,OKC vs. MIN,W,112,20.0,2016-17,1
22016,1610612739,CLE,0021600080,2016-11-05,CLE @ PHI,W,102,1.0,2016-17,1
22016,1610612755,PHI,0021600080,2016-11-05,PHI vs. CLE,L,101,-1.0,2016-17,0
22016,1610612753,ORL,0021600081,2016-11-05,ORL vs. WAS,W,88,2.0,2016-17,1
22016,1610612764,WAS,0021600081,2016-11-05,WAS @ ORL,L,86,-2.0,2016-17,0
22016,1610612743,DEN,0021600082,2016-11-05,DEN @ DET,L,86,-17.0,2016-17,0
22016,1610612765,DET,0021600082,2016-11-05,DET vs. DEN,W,103,17.0,2016-17,1
22016,1610612741,CHI,0021600083,2016-11-05,CHI @ IND,L,94,-17.0,2016-17,0
22016,1610612754,IND,0021600083,2016-11-05,IND vs. CHI,W,111,17.0,2016-17,1
22016,1610612737,ATL,0021600084,2016-11-05,ATL vs. HOU,W,112,15.0,2016-17,1
22016,1610612745,HOU,0021600084,2016-11-05,HOU @ ATL,L,97,-15.0,2016-17,0
22016,1610612749,MIL,0021600085,2016-11-05,MIL vs. SAC,W,117,26.0,2016-17,1
22016,1610612758,SAC,0021600085,2016-11-05,SAC @ MIL,L,91,-26.0,2016-17,0
22016,1610612746,LAC,0021600086,2016-11-05,LAC @ SAS,W,116,24.0,2016-17,1
22016,1610612759,SAS,0021600086,2016-11-05,SAS vs. LAC,L,92,-24.0,2016-17,0
22016,1610612752,NYK,0021600087,2016-11-06,NYK vs. UTA,L,109,-5.0,2016-17,0
22016,1610612762,UTA,0021600087,2016-11-06,UTA @ NYK,W,114,5.0,2016-17,1
22016,1610612763,MEM,0021600088,2016-11-06,MEM vs. POR,L,94,-6.0,2016-17,0
22016,1610612757,POR,0021600088,2016-11-06,POR @ MEM,W,100,6.0,2016-17,1
22016,1610612758,SAC,0021600089,2016-11-06,SAC @ TOR,W,96,5.0,2016-17,1
22016,1610612761,TOR,0021600089,2016-11-06,TOR vs. SAC,L,91,-5.0,2016-17,0
22016,1610612742,DAL,0021600090,2016-11-06,DAL vs. MIL,W,86,11.0,2016-17,1
22016,1610612749,MIL,0021600090,2016-11-06,MIL @ DAL,L,75,-11.0,2016-17,0
22016,1610612738,BOS,0021600091,2016-11-06,BOS vs. DEN,L,107,-16.0,2016-17,0
22016,1610612743,DEN,0021600091,2016-11-06,DEN @ BOS,W,123,16.0,2016-17,1
22016,1610612747,LAL,0021600092,2016-11-06,LAL vs. PHX,W,119,11.0,2016-17,1
22016,1610612756,PHX,0021600092,2016-11-06,PHX @ LAL,L,108,-11.0,2016-17,0
22016,1610612755,PHI,0021600093,2016-11-07,PHI vs. UTA,L,84,-25.0,2016-17,0
22016,1610612762,UTA,0021600093,2016-11-07,UTA @ PHI,W,109,25.0,2016-17,1
22016,1610612745,HOU,0021600094,2016-11-07,HOU @ WAS,W,114,8.0,2016-17,1
22016,1610612764,WAS,0021600094,2016-11-07,WAS vs. HOU,L,106,-8.0,2016-17,0
22016,1610612766,CHA,0021600095,2016-11-07,CHA vs. IND,W,122,22.0,2016-17,1
22016,1610612754,IND,0021600095,2016-11-07,IND @ CHA,L,100,-22.0,2016-17,0
22016,1610612741,CHI,0021600096,2016-11-07,CHI vs. ORL,W,112,32.0,2016-17,1
22016,1610612753,ORL,0021600096,2016-11-07,ORL @ CHI,L,80,-32.0,2016-17,0
22016,1610612748,MIA,0021600097,2016-11-07,MIA @ OKC,L,85,-12.0,2016-17,0
22016,1610612760,OKC,0021600097,2016-11-07,OKC vs. MIA,W,97,12.0,2016-17,1
22016,1610612765,DET,0021600098,2016-11-07,DET @ LAC,L,82,-32.0,2016-17,0
22016,1610612746,LAC,0021600098,2016-11-07,LAC vs. DET,W,114,32.0,2016-17,1
22016,1610612744,GSW,0021600099,2016-11-07,GSW vs. NOP,W,116,10.0,2016-17,1
22016,1610612740,NOP,0021600099,2016-11-07,NOP @ GSW,L,106,-10.0,2016-17,0
22016,1610612737,ATL,0021600100,2016-11-08,ATL @ CLE,W,110,4.0,2016-17,1
22016,1610612739,CLE,0021600100,2016-11-08,CLE vs. ATL,L,106,-4.0,2016-17,0
22016,1610612751,BKN,0021600101,2016-11-08,BKN vs. MIN,W,119,9.0,2016-17,1
22016,1610612750,MIN,0021600101,2016-11-08,MIN @ BKN,L,110,-9.0,2016-17,0
22016,1610612743,DEN,0021600102,2016-11-08,DEN @ MEM,L,107,-1.0,2016-17,0
22016,1610612763,MEM,0021600102,2016-11-08,MEM vs. DEN,W,108,1.0,2016-17,1
22016,1610612756,PHX,0021600103,2016-11-08,PHX @ POR,L,121,-3.0,2016-17,0
22016,1610612757,POR,0021600103,2016-11-08,POR vs. PHX,W,124,3.0,2016-17,1
22016,1610612742,DAL,0021600104,2016-11-08,DAL @ LAL,W,109,12.0,2016-17,1
22016,1610612747,LAL,0021600104,2016-11-08,LAL vs. DAL,L,97,-12.0,2016-17,0
22016,1610612740,NOP,0021600105,2016-11-08,NOP @ SAC,L,94,-8.0,2016-17,0
22016,1610612758,SAC,0021600105,2016-11-08,SAC vs. NOP,W,102,8.0,2016-17,1
22016,1610612751,BKN,0021600106,2016-11-09,BKN @ NYK,L,96,-14.0,2016-17,0
22016,1610612752,NYK,0021600106,2016-11-09,NYK vs. BKN,W,110,14.0,2016-17,1
22016,1610612738,BOS,0021600107,2016-11-09,BOS @ WAS,L,93,-25.0,2016-17,0
22016,1610612764,WAS,0021600107,2016-11-09,WAS vs. BOS,W,118,25.0,2016-17,1
22016,1610612766,CHA,0021600108,2016-11-09,CHA vs. UTA,W,104,6.0,2016-17,1
22016,1610612762,UTA,0021600108,2016-11-09,UTA @ CHA,L,98,-6.0,2016-17,0
22016,1610612750,MIN,0021600109,2016-11-09,MIN @ ORL,W,123,16.0,2016-17,1
22016,1610612753,ORL,0021600109,2016-11-09,ORL vs. MIN,L,107,-16.0,2016-17,0
22016,1610612754,IND,0021600110,2016-11-09,IND vs. PHI,W,122,7.0,2016-17,1
22016,1610612755,PHI,0021600110,2016-11-09,PHI @ IND,L,115,-7.0,2016-17,0
22016,1610612737,ATL,0021600111,2016-11-09,ATL vs. CHI,W,115,8.0,2016-17,1
22016,1610612741,CHI,0021600111,2016-11-09,CHI @ ATL,L,107,-8.0,2016-17,0
22016,1610612760,OKC,0021600112,2016-11-09,OKC vs. TOR,L,102,-10.0,2016-17,0
22016,1610612761,TOR,0021600112,2016-11-09,TOR @ OKC,W,112,10.0,2016-17,1
22016,1610612765,DET,0021600113,2016-11-09,DET @ PHX,L,100,-7.0,2016-17,0
22016,1610612756,PHX,0021600113,2016-11-09,PHX vs. DET,W,107,7.0,2016-17,1
22016,1610612745,HOU,0021600114,2016-11-09,HOU @ SAS,W,101,2.0,2016-17,1
22016,1610612759,SAS,0021600114,2016-11-09,SAS vs. HOU,L,99,-2.0,2016-17,0
22016,1610612746,LAC,0021600115,2016-11-09,LAC vs. POR,W,111,31.0,2016-17,1
22016,1610612757,POR,0021600115,2016-11-09,POR @ LAC,L,80,-31.0,2016-17,0
22016,1610612742,DAL,0021600116,2016-11-09,DAL @ GSW,L,95,-21.0,2016-17,0
22016,1610612744,GSW,0021600116,2016-11-09,GSW vs. DAL,W,116,21.0,2016-17,1
22016,1610612749,MIL,0021600117,2016-11-10,MIL vs. NOP,L,106,-6.0,2016-17,0
22016,1610612740,NOP,0021600117,2016-11-10,NOP @ MIL,W,112,6.0,2016-17,1
22016,1610612741,CHI,0021600118,2016-11-10,CHI @ MIA,W,98,3.0,2016-17,1
22016,1610612748,MIA,0021600118,2016-11-10,MIA vs. CHI,L,95,-3.0,2016-17,0
22016,1610612743,DEN,0021600119,2016-11-10,DEN vs. GSW,L,101,-24.0,2016-17,0
22016,1610612744,GSW,0021600119,2016-11-10,GSW @ DEN,W,125,24.0,2016-17,1
22016,1610612747,LAL,0021600120,2016-11-10,LAL @ SAC,W,101,10.0,2016-17,1
22016,1610612758,SAC,0021600120,2016-11-10,SAC vs. LAL,L,91,-10.0,2016-17,0
22016,1610612754,IND,0021600121,2016-11-11,IND @ PHI,L,105,-4.0,2016-17,0
22016,1610612755,PHI,0021600121,2016-11-11,PHI vs. IND,W,109,4.0,2016-17,1
22016,1610612739,CLE,0021600122,2016-11-11,CLE @ WAS,W,105,11.0,2016-17,1
22016,1610612764,WAS,0021600122,2016-11-11,WAS vs. CLE,L,94,-11.0,2016-17,0
22016,1610612766,CHA,0021600123,2016-11-11,CHA vs. TOR,L,111,-2.0,2016-17,0
22016,1610612761,TOR,0021600123,2016-11-11,TOR @ CHA,W,113,2.0,2016-17,1
22016,1610612753,ORL,0021600124,2016-11-11,ORL vs. UTA,L,74,-13.0,2016-17,0
22016,1610612762,UTA,0021600124,2016-11-11,UTA @ ORL,W,87,13.0,2016-17,1
22016,1610612738,BOS,0021600125,2016-11-11,BOS vs. NYK,W,115,28.0,2016-17,1
22016,1610612752,NYK,0021600125,2016-11-11,NYK @ BOS,L,87,-28.0,2016-17,0
22016,1610612746,LAC,0021600126,2016-11-11,LAC @ OKC,W,110,2.0,2016-17,1
22016,1610612760,OKC,0021600126,2016-11-11,OKC vs. LAC,L,108,-2.0,2016-17,0
22016,1610612765,DET,0021600127,2016-11-11,DET @ SAS,L,86,-10.0,2016-17,0
22016,1610612759,SAS,0021600127,2016-11-11,SAS vs. DET,W,96,10.0,2016-17,1
22016,1610612757,POR,0021600128,2016-11-11,POR vs. SAC,W,122,2.0,2016-17,1
22016,1610612758,SAC,0021600128,2016-11-11,SAC @ POR,L,120,-2.0,2016-17,0
22016,1610612747,LAL,0021600129,2016-11-12,LAL @ NOP,W,126,27.0,2016-17,1
22016,1610612740,NOP,0021600129,2016-11-12,NOP vs. LAL,L,99,-27.0,2016-17,0
22016,1610612738,BOS,0021600130,2016-11-12,BOS @ IND,W,105,6.0,2016-17,1
22016,1610612754,IND,0021600130,2016-11-12,IND vs. BOS,L,99,-6.0,2016-17,0
22016,1610612752,NYK,0021600131,2016-11-12,NYK @ TOR,L,107,-11.0,2016-17,0
22016,1610612761,TOR,0021600131,2016-11-12,TOR vs. NYK,W,118,11.0,2016-17,1
22016,1610612737,ATL,0021600132,2016-11-12,ATL vs. PHI,W,117,21.0,2016-17,1
22016,1610612755,PHI,0021600132,2016-11-12,PHI @ ATL,L,96,-21.0,2016-17,0
22016,1610612741,CHI,0021600133,2016-11-12,CHI vs. WAS,W,106,11.0,2016-17,1
22016,1610612764,WAS,0021600133,2016-11-12,WAS @ CHI,L,95,-11.0,2016-17,0
22016,1610612745,HOU,0021600134,2016-11-12,HOU vs. SAS,L,100,-6.0,2016-17,0
22016,1610612759,SAS,0021600134,2016-11-12,SAS @ HOU,W,106,6.0,2016-17,1
22016,1610612746,LAC,0021600135,2016-11-12,LAC @ MIN,W,119,14.0,2016-17,1
22016,1610612750,MIN,0021600135,2016-11-12,MIN vs. LAC,L,105,-14.0,2016-17,0
22016,1610612748,MIA,0021600136,2016-11-12,MIA vs. UTA,L,91,-11.0,2016-17,0
22016,1610612762,UTA,0021600136,2016-11-12,UTA @ MIA,W,102,11.0,2016-17,1
22016,1610612763,MEM,0021600137,2016-11-12,MEM @ MIL,L,96,-10.0,2016-17,0
22016,1610612749,MIL,0021600137,2016-11-12,MIL vs. MEM,W,106,10.0,2016-17,1
22016,1610612743,DEN,0021600138,2016-11-12,DEN vs. DET,L,95,-11.0,2016-17,0
22016,1610612765,DET,0021600138,2016-11-12,DET @ DEN,W,106,11.0,2016-17,1
22016,1610612751,BKN,0021600139,2016-11-12,BKN @ PHX,W,122,18.0,2016-17,1
22016,1610612756,PHX,0021600139,2016-11-12,PHX vs. BKN,L,104,-18.0,2016-17,0
22016,1610612766,CHA,0021600140,2016-11-13,CHA @ CLE,L,93,-7.0,2016-17,0
22016,1610612739,CLE,0021600140,2016-11-13,CLE vs. CHA,W,100,7.0,2016-17,1
22016,1610612760,OKC,0021600141,2016-11-13,OKC vs. ORL,L,117,-2.0,2016-17,0
22016,1610612753,ORL,0021600141,2016-11-13,ORL @ OKC,W,119,2.0,2016-17,1
22016,1610612747,LAL,0021600142,2016-11-13,LAL @ MIN,L,99,-26.0,2016-17,0
22016,1610612750,MIN,0021600142,2016-11-13,MIN vs. LAL,W,125,26.0,2016-17,1
22016,1610612744,GSW,0021600143,2016-11-13,GSW vs. PHX,W,133,13.0,2016-17,1
